# Phase 1P compact 54 MHz setup-path diagnostic
# corner	slack_ns	classification	launch_clock	source_node	latch_clock	destination_node
Slow 1100mV -40C Model	2.359	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_residual_probe:residual_probe|mpeg2_h262_p_non_intra_transform:transform|Mux2~20_OTERM10598	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_residual_probe:residual_probe|mpeg2_h262_p_non_intra_transform:transform|iq_coeff[32][0]
Slow 1100mV -40C Model	2.361	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|mbi[2]	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|sample_nonzero
Slow 1100mV -40C Model	2.371	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_residual_probe:residual_probe|mpeg2_h262_p_non_intra_transform:transform|Mux2~20_OTERM10598	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_residual_probe:residual_probe|mpeg2_h262_p_non_intra_transform:transform|iq_coeff[40][0]
Slow 1100mV -40C Model	2.382	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_residual_probe:residual_probe|mpeg2_h262_p_non_intra_transform:transform|Mux2~20_OTERM10598	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_residual_probe:residual_probe|mpeg2_h262_p_non_intra_transform:transform|iq_coeff[24][4]
Slow 1100mV -40C Model	2.397	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|aligned_seen	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	sysmem_lite:sysmem|sysmem_HPS_fpga_interfaces:fpga_interfaces|f2sdram~FF_837
Slow 1100mV -40C Model	2.397	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|aligned_seen	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|Add2~13_OTERM11224
Fast 1100mV 100C Model	9.477	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|aligned_seen	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_residual_probe:residual_probe|mpeg2_h262_p_non_intra_transform:transform|Add0~53_OTERM10704
Fast 1100mV 100C Model	9.902	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|aligned_seen	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|selected_luma_mvx[1]~95_OTERM10544
Fast 1100mV 100C Model	9.903	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|aligned_seen	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|selected_luma_mvx[1]~95_OTERM10544DUPLICATE
Fast 1100mV 100C Model	9.904	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|aligned_seen	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_ddram_store:mpeg2_h262_ddram_store|b7[32]
Fast 1100mV 100C Model	9.904	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|aligned_seen	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_ddram_store:mpeg2_h262_ddram_store|b7[39]
Fast 1100mV 100C Model	9.904	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|aligned_seen	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_ddram_store:mpeg2_h262_ddram_store|b7[37]
Fast 1100mV 100C Model	9.904	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|aligned_seen	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_ddram_store:mpeg2_h262_ddram_store|b7[35]
Fast 1100mV 100C Model	9.904	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|aligned_seen	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_ddram_store:mpeg2_h262_ddram_store|b7[33]
Fast 1100mV 100C Model	9.904	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|aligned_seen	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_ddram_store:mpeg2_h262_ddram_store|b7[38]
Fast 1100mV 100C Model	9.904	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|aligned_seen	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_ddram_store:mpeg2_h262_ddram_store|b7[34]
Fast 1100mV 100C Model	9.904	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|aligned_seen	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_ddram_store:mpeg2_h262_ddram_store|b7[36]
Fast 1100mV 100C Model	9.910	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|aligned_seen	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_residual_probe:residual_probe|mpeg2_h262_p_non_intra_transform:transform|Add0~45_OTERM10712
Fast 1100mV 100C Model	9.999	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|mbi[2]	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|out_reg[7]_OTERM108_OTERM10325_OTERM10568
Fast 1100mV 100C Model	10.034	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|aligned_seen	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_residual_probe:residual_probe|mpeg2_h262_p_non_intra_transform:transform|Add0~29_OTERM10728
Fast 1100mV 100C Model	10.070	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|aligned_seen	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_ddram_store:mpeg2_h262_ddram_store|store_error
Fast 1100mV 100C Model	10.071	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|aligned_seen	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|exec_mvy[1]~4_OTERM11232
Fast 1100mV 100C Model	10.074	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|mbi[2]	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|out_reg[7]_OTERM106_OTERM10365_OTERM10578
Fast 1100mV 100C Model	10.086	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|aligned_seen	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|selected_luma_mvx[4]~127_OTERM11208
Fast 1100mV 100C Model	10.093	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|altsyncram:row_bytes_rtl_0|altsyncram_bmi1:auto_generated|ram_block1a0~PORT_B_WRITE_ENABLE_REG	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|residual_coeff_value_plan[424]~DUPLICATE
Fast 1100mV 100C Model	10.093	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|altsyncram:row_bytes_rtl_0|altsyncram_bmi1:auto_generated|ram_block1a0~PORT_B_WRITE_ENABLE_REG	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|residual_coeff_value_plan[424]
Fast 1100mV 100C Model	10.127	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|aligned_seen	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_residual_probe:residual_probe|mpeg2_h262_p_non_intra_transform:transform|Add0~37_OTERM10720
Fast 1100mV 100C Model	10.134	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|aligned_seen	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_residual_probe:residual_probe|mpeg2_h262_p_non_intra_transform:transform|Add0~49_OTERM10708
Fast 1100mV 100C Model	10.144	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|aligned_seen	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_residual_probe:residual_probe|mpeg2_h262_p_non_intra_transform:transform|Add0~13_OTERM10744
Fast 1100mV 100C Model	10.146	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|altsyncram:row_bytes_rtl_0|altsyncram_bmi1:auto_generated|ram_block1a0~PORT_B_WRITE_ENABLE_REG	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|residual_coeff_value_plan[291]~DUPLICATE
Fast 1100mV 100C Model	10.148	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|altsyncram:row_bytes_rtl_0|altsyncram_bmi1:auto_generated|ram_block1a0~PORT_B_WRITE_ENABLE_REG	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|residual_coeff_value_plan[291]
Fast 1100mV 100C Model	10.162	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|aligned_seen	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|selected_luma_mvx[7]~33_OTERM11214
Fast 1100mV 100C Model	10.163	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|aligned_seen	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|selected_luma_mvx[7]~33_OTERM11214DUPLICATE
Fast 1100mV 100C Model	10.168	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|aligned_seen	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_ddram_store:mpeg2_h262_ddram_store|b6[36]
Fast 1100mV 100C Model	10.168	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|aligned_seen	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_ddram_store:mpeg2_h262_ddram_store|b6[20]
Fast 1100mV 100C Model	10.169	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|aligned_seen	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_ddram_store:mpeg2_h262_ddram_store|b6[12]
Fast 1100mV 100C Model	10.169	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|aligned_seen	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_ddram_store:mpeg2_h262_ddram_store|b6[44]
Fast 1100mV 100C Model	10.169	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|aligned_seen	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_ddram_store:mpeg2_h262_ddram_store|b6[17]
Fast 1100mV 100C Model	10.169	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|aligned_seen	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_ddram_store:mpeg2_h262_ddram_store|b6[60]
Fast 1100mV 100C Model	10.169	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|aligned_seen	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_ddram_store:mpeg2_h262_ddram_store|b6[52]
Fast 1100mV 100C Model	10.174	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|aligned_seen	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	sysmem_lite:sysmem|sysmem_HPS_fpga_interfaces:fpga_interfaces|f2sdram~FF_836
Fast 1100mV 100C Model	10.175	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|aligned_seen	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_residual_probe:residual_probe|mpeg2_h262_p_non_intra_transform:transform|Add0~9_OTERM10748
