# Phase 1P compact 54 MHz setup-path diagnostic
# corner	slack_ns	classification	launch_clock	source_node	latch_clock	destination_node
Slow 1100mV 100C Model	1.490	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|selected_luma_mvx[0]~64_OTERM10542	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|out_reg[7]_OTERM9_OTERM8373
Slow 1100mV 100C Model	1.490	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|selected_luma_mvx[0]~64_OTERM10542	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|out_reg[7]_OTERM9_OTERM8365
Slow 1100mV 100C Model	1.490	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|selected_luma_mvx[0]~64_OTERM10542	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|out_reg[5]_OTERM18
Slow 1100mV 100C Model	1.490	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|selected_luma_mvx[0]~64_OTERM10542	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|out_reg[7]_OTERM7
Slow 1100mV 100C Model	1.490	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|selected_luma_mvx[0]~64_OTERM10542	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|out_reg[6]_OTERM15
Slow 1100mV 100C Model	1.494	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|selected_luma_mvx[0]~64_OTERM10542	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|out_reg[3]_OTERM24
Slow 1100mV 100C Model	1.495	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|selected_luma_mvx[0]~64_OTERM10542	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|out_reg[2]_OTERM27
Slow 1100mV 100C Model	1.495	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|selected_luma_mvx[0]~64_OTERM10542	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|out_reg[4]_OTERM21
Slow 1100mV 100C Model	1.858	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|mbi[2]	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|out_reg[7]_OTERM106_OTERM10365_OTERM10578
Slow 1100mV 100C Model	1.917	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|Add2~29_OTERM11216	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|shared_addr_reg~32_OTERM11286
Slow 1100mV 100C Model	1.930	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|selected_luma_mvx[0]~64_OTERM10542	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|out_reg[7]_OTERM9_OTERM8371
Slow 1100mV 100C Model	1.930	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|selected_luma_mvx[0]~64_OTERM10542	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|out_reg[7]_OTERM9_OTERM8367
Slow 1100mV 100C Model	1.930	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|selected_luma_mvx[0]~64_OTERM10542	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|out_reg[7]_OTERM5
Slow 1100mV 100C Model	1.930	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|selected_luma_mvx[0]~64_OTERM10542	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|out_reg[7]_OTERM11
Slow 1100mV 100C Model	1.930	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|selected_luma_mvx[0]~64_OTERM10542	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|out_reg[7]_OTERM1
Slow 1100mV 100C Model	1.934	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|selected_luma_mvx[0]~64_OTERM10542	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|out_reg[7]_OTERM9_OTERM8369
Slow 1100mV 100C Model	1.935	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|selected_luma_mvx[0]~64_OTERM10542	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|out_reg[7]_OTERM3
Slow 1100mV 100C Model	1.935	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|mbi[2]	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|out_reg[7]_OTERM108_OTERM10325_OTERM10568
Slow 1100mV 100C Model	1.948	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|Add2~29_OTERM11216	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|shared_addr_raw[19]~2_OTERM11238
Slow 1100mV 100C Model	2.087	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_b_core_probe:b_controller|sideband_value[2]	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_reference_read_probe_base:base_probe|mpeg2_h262_p_explicit_reference_probe:explicit_probe|error
Slow 1100mV 100C Model	2.124	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|Add2~29_OTERM11216	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|shared_addr_reg~42_OTERM11242
Slow 1100mV 100C Model	2.144	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|Add2~29_OTERM11216	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|shared_addr_reg~47_OTERM11248
Slow 1100mV 100C Model	2.187	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|Add2~29_OTERM11216	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|shared_addr_reg~49_OTERM11246
Slow 1100mV 100C Model	2.225	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|mbi[2]	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|out_reg[7]_OTERM110_OTERM10369
Slow 1100mV 100C Model	2.255	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|mbi[2]	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|out_reg[7]_OTERM108_OTERM10325_OTERM10566
Slow 1100mV 100C Model	2.258	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|Add2~29_OTERM11216	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|shared_addr_reg~44_OTERM11240
Slow 1100mV 100C Model	2.260	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|aligned_seen	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|exec_mvy[1]~4_OTERM11232
Slow 1100mV 100C Model	2.266	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|aligned_seen	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|Add2~5_OTERM11228
Slow 1100mV 100C Model	2.268	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|mbi[2]	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|out_reg[7]_OTERM106_OTERM10365_OTERM10574
Slow 1100mV 100C Model	2.311	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|mbi[2]	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|out_reg[7]_OTERM108_OTERM10325_OTERM10562
Slow 1100mV 100C Model	2.344	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|Add2~29_OTERM11216	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|shared_addr_reg~40_OTERM11250
Slow 1100mV 100C Model	2.392	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|Add2~29_OTERM11216	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|shared_addr_reg~38_OTERM11252
Slow 1100mV 100C Model	2.424	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|mbi[2]	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|out_reg[7]_OTERM106_OTERM10365_OTERM10576
Slow 1100mV 100C Model	2.440	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|aligned_candidate	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_residual_probe:residual_probe|mpeg2_h262_p_non_intra_transform:transform|Add0~53_OTERM10704
Slow 1100mV 100C Model	2.442	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|mbi[2]	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|out_reg[7]_OTERM108_OTERM10325_OTERM10564
Slow 1100mV 100C Model	2.485	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|aligned_seen	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|exec_mvy[2]~5_OTERM11230
Slow 1100mV 100C Model	2.508	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|aligned_seen	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	sysmem_lite:sysmem|sysmem_HPS_fpga_interfaces:fpga_interfaces|f2sdram~FF_836
Slow 1100mV 100C Model	2.509	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|mbi[2]	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|sample_nonzero
Slow 1100mV 100C Model	2.550	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|mbi[2]	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|out_reg[7]_OTERM104_OTERM10361
Slow 1100mV 100C Model	2.560	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|aligned_seen	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|Add2~13_OTERM11224
Slow 1100mV 100C Model	2.602	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|aligned_seen	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|Add2~17_OTERM11222
Slow 1100mV 100C Model	2.627	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|mbi[2]	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|out_reg[7]_OTERM106_OTERM10365_OTERM10572
Slow 1100mV 100C Model	2.640	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_residual_probe:residual_probe|mpeg2_h262_p_non_intra_transform:transform|Mux2~20_OTERM10598	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_residual_probe:residual_probe|mpeg2_h262_p_non_intra_transform:transform|iq_coeff[37][10]
Slow 1100mV 100C Model	2.643	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_residual_probe:residual_probe|mpeg2_h262_p_non_intra_transform:transform|Mux2~20_OTERM10598	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_residual_probe:residual_probe|mpeg2_h262_p_non_intra_transform:transform|iq_coeff[41][10]
Slow 1100mV 100C Model	2.654	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|aligned_seen	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|Add2~9_OTERM11226
Slow 1100mV 100C Model	2.695	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|aligned_seen	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|Add2~29_OTERM11216
Slow 1100mV 100C Model	2.695	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|mbi[2]	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|out_reg[6]_OTERM114_OTERM10357
